0.1 9.33 0.14 8.46 2.76 10.67 35.31 8.41 
0.17 29.88 2.12 3.44 9.81 44.16 5.43 22.93 
47.47	40.9	43.86	9.43	0.02	45.51	27.16	18.46	41.28	49.4	
39.84	28.47	39.72	25.78	0.28	32.25	32.57	2.4	7.17	28.82	
27.26	48.1	49.13	44.51	14.0	18.21	10.24	48.03	23.62	2.18	
29.38	47.32	27.16	40.7	14.96	24.3	49.46	25.06	18.99	38.35	
8.09	30.5	22.35	49.82	46.01	10.13	1.46	9.23	32.63	29.64	
3.88	13.41	34.9	30.38	39.51	37.87	8.0	43.42	49.19	12.26	
16.92	38.83	41.62	34.78	47.98	8.02	39.09	15.55	36.83	28.61	
22.51	41.85	6.53	41.57	8.7	16.94	27.59	49.43	22.3	21.14	
5.04	48.47	0.02	16.1	34.2	45.35	42.05	34.36	7.55	41.94	
41.77	21.09	31.36	39.58	25.68	17.59	14.59	49.25	42.81	35.91	
40.13	8.86	48.94	48.31	8.89	5.05	40.22	17.37	5.93	21.55	
37.87	49.22	37.38	21.33	4.63	13.22	42.97	17.99	26.69	21.21	
39.14	2.32	9.06	6.44	18.75	16.44	0.59	19.73	1.08	34.12	
23.45	9.11	24.35	26.59	42.81	19.49	15.58	37.85	0.02	6.46	
29.48	46.65	28.07	9.51	1.72	23.32	3.77	26.11	10.58	39.27	
42.41	9.96	34.19	8.35	1.5	28.33	39.46	1.28	0.31	19.31	
22.75	28.87	35.12	6.0	0.68	30.55	21.34	26.98	10.81	47.61	
46.08	36.76	2.75	16.14	29.43	40.51	39.45	38.03	25.48	9.5	
4.18	40.37	43.87	20.53	42.95	0.35	18.43	36.98	45.45	49.5	
48.17	35.05	8.71	49.25	13.62	29.9	11.2	36.38	47.34	27.23	
30.99	48.75	31.05	8.28	35.68	25.01	31.18	18.32	34.48	18.59	
14.26	32.12	46.23	43.97	4.57	33.54	35.47	42.44	34.53	33.62	
9.34	19.75	6.8	10.05	45.95	7.49	24.19	40.65	20.45	38.83	
1.55	30.08	25.03	12.87	39.4	11.73	30.64	45.88	43.43	28.99	
38.8	32.97	49.13	28.23	39.58	40.37	6.56	38.75	7.91	23.96	
29.16	41.6	34.91	42.95	0.08	1.7	31.76	48.83	41.94	18.7	
7.38	7.4	46.89	25.64	22.49	8.16	19.32	37.98	1.97	29.07	
19.99	35.15	14.49	35.66	8.42	46.76	25.37	15.7	0.27	11.89	
34.94	24.12	45.1	0.43	24.26	31.76	0.5	8.4	46.29	35.46	
48.75	29.59	39.17	49.82	28.98	31.22	27.38	40.89	23.4	47.77	
19.84	24.4	3.74	4.63	14.61	40.99	40.36	24.9	6.16	44.81	
24.4	20.54	15.5	40.71	20.98	16.47	49.19	33.76	13.03	2.33	
39.8	2.06	33.12	33.5	16.45	20.49	24.9	8.69	24.23	47.19	
0.29	22.0	26.87	31.52	47.91	0.61	41.86	21.72	8.33	23.28	
6.32	10.79	36.94	10.63	35.83	5.43	32.56	40.46	37.95	22.98	
1.59	48.33	22.96	7.22	3.18	7.5	30.39	23.86	24.75	14.95	
17.49	35.13	35.67	11.57	8.9	46.9	11.62	25.38	1.41	45.02	
17.49	35.13	35.67	11.57	8.9	46.9	11.62	25.38	1.41	5.02	
17.49	35.13	35.67	11.57	8.9	46.9	11.62	25.38	1.41	5.02	
17.49	35.13	35.67	11.57	8.9	46.9	11.62	25.38	1.41	5.02	
49.4	30.15	2.19	34.33	0.13	0.41	22.34	47.22	1.49	49.43	
25.04	8.25	41.95	21.29	0.04	1.46	22.45	7.08	7.76	15.36	
21.23	27.71	0.17	2.32	0.19	0.12	24.33	20.19	2.23	28.97	
46.32	1.71	38.91	21.93	0.02	14.98	13.28	31.93	26.78	11.63	
0.27	8.52	13.17	2.59	0.0	2.44	6.87	37.09	12.73	34.09	
37.26	11.13	23.58	7.95	0.05	15.04	7.72	7.96	16.28	45.61	
34.89	6.75	21.44	15.76	44.65	39.88	15.78	7.6	12.91	49.39	
45.11	32.86	14.27	10.89	0.05	13.06	19.33	39.99	39.2	18.83	
22.39	29.22	30.09	46.4	0.06	3.3	22.72	0.77	21.57	18.66	
39.48	40.14	0.82	44.19	0.03	27.93	22.17	43.03	36.03	6.03	
25.84	37.54	24.62	27.03	0.03	3.83	1.13	5.34	13.69	36.12	
31.01	14.94	16.21	0.26	4.53	1.79	38.49	37.16	16.44	47.34	
0.08	21.2	41.92	38.56	0.02	1.21	17.64	10.5	45.24	42.87
35.73	41.61	25.57	41.59	0.12	10.04	49.71	14.3	7.27	32.13
35.73	41.61	25.57	41.59	0.12	10.04	0.71	10.3	7.27	32.13   # these seem to be good as well
35.73	41.61	25.57	41.59	0.12	10.04	0.71	14.3	7.27	32.13   # same as above comment
23.51	28.03	10.07	34.17	0.01	0.01	26.62	22.34	3.32	18.05	# saem as above maybe

48.76	42.56	0.17	7.27	0.1	0.09	6.6	20.8	10.97	45.81	

30.41	9.5	25.26	13.67	0.06	1.55	13.95	20.09	21.93	47.75	
8.47	47.76	25.83	18.42	0.11	1.44	26.19	11.71	19.31	28.87	
8.68	40.19	29.13	12.46	1.11	0.15	47.42	6.58	49.79	11.93	
23.51	28.03	10.07	34.17	0.01	0.01	26.62	22.34	3.32	18.05	

4.6	38.59	0.99	40.31	0.0	0.01	3.91	1.72	36.95	36.49	
47.32	40.38	37.12	44.55	3.16	10.45	42.8	15.86	11.15	43.13	
9.72	4.96	5.59	32.1	14.3	3.49	47.78	46.25	41.1	3.95	
11.95	43.08	16.72	18.1	14.13	0.15	4.37	19.47	12.49	40.74	
35.26	5.61	30.1	15.41	45.29	22.05	24.66	37.83	12.28	13.88	
34.01	44.61	3.33	37.55	0.11	19.17	43.61	36.83	34.53	24.3	
24.41	23.13	32.96	1.72	25.15	40.49	5.72	24.02	17.77	37.48	
33.91	34.29	1.8	18.52	0.05	15.69	37.24	34.03	43.01	45.3	
28.82	43.92	21.62	17.68	6.89	35.91	4.49	26.28	23.51	12.14	
20.83	49.87	47.11	5.08	6.43	20.92	45.87	8.29	18.44	32.38	
44.2	34.17	15.98	11.76	9.49	2.05	8.82	6.92	18.77	0.22	
48.52	41.01	35.85	39.46	0.89	8.38	2.81	13.12	16.82	9.02	
25.92	44.07	14.67	22.91	0.45	17.26	14.05	12.65	19.23	31.0	
9.64	43.17	20.38	11.98	0.07	2.32	16.8	25.3	14.22	35.27	
3.4	39.28	19.23	35.82	3.58	3.87	19.8	38.24	12.76	33.33	
2.44	42.91	21.31	12.42	21.92	37.16	8.1	8.96	0.52	11.34	
18.03	4.59	16.94	10.15	2.35	27.09	23.74	20.04	17.42	25.46	
48.76	42.56	0.17	7.27	0.1	0.09	6.6	20.8	10.97	45.81	
48.76	42.56	0.17	7.27	0.1	0.09	6.6	20.8	10.97	45.81	27.21	24.44	7.37	0.0	19.71	2.94	5.42	32.85	10.35	38.13	
48.08	41.13	26.05	10.65	2.43	20.69	29.9	31.63	45.43	20.9	
1.32	42.36	35.72	1.88	5.27	5.63	12.71	4.33	12.87	46.05	
28.38	19.43	13.61	31.19	0.81	0.46	46.35	35.36	46.47	29.73	
3.91	18.85	18.35	18.14	40.16	37.09	26.01	16.08	9.73	10.56	
33.88	13.26	39.67	39.6	26.63	25.27	27.03	9.33	11.99	11.72	
4.88	29.2	24.08	20.76	11.3	37.72	24.17	27.59	15.47	36.3	
2.67	27.24	10.49	13.83	20.56	48.27	16.96	20.99	19.32	7.53	
19.47	24.24	5.27	14.74	49.1	24.55	24.83	44.48	38.02	17.62	
22.59	7.8	9.66	7.99	0.53	31.66	1.51	16.7	25.49	24.73	
10.56	13.48	11.57	46.66	38.36	0.58	0.7	37.1	19.32	1.85	
13.28	16.74	31.71	19.89	2.93	41.16	40.16	33.62	43.03	46.8	
14.72	27.29	16.08	44.31	30.87	17.59	1.45	22.93	12.43	31.61	
39.03	40.78	6.77	7.28	4.32	0.81	40.71	30.24	17.64	10.11	
25.09	40.19	26.37	38.95	31.9	7.33	21.09	11.58	14.97	47.13	
48.74	14.19	42.93	19.14	48.58	0.38	41.08	40.04	15.44	27.48	
34.59	40.57	19.92	42.19	35.59	48.34	10.72	44.5	21.61	11.39	
33.77	5.32	7.48	41.57	20.05	25.38	15.91	39.74	21.08	16.47	
12.5	44.84	21.72	21.25	5.83	41.23	4.93	33.12	44.18	27.26	
15.84	28.91	40.48	32.02	27.63	41.05	45.84	6.32	21.8	13.65	
28.61	12.46	46.37	44.49	13.65	20.6	19.53	6.26	41.89	17.78	
17.98	14.33	21.92	22.27	12.47	9.91	20.78	22.26	16.57	9.62	
34.32	3.92	37.22	37.01	32.95	46.78	34.92	38.67	47.78	4.95	
23.51	3.76	4.38	0.6	18.26	45.14	37.67	49.32	6.01	31.97	
14.39	0.03	15.35	0.06	0.0	2.08	36.6	37.53	7.18	41.33	
21.58	0.85	0.63	36.53	7.87	4.99	15.29	41.74	5.85	36.24	
10.17	27.46	22.09	32.05	37.2	9.95	48.49	0.84	2.62	20.05	
20.57	49.99	26.29	34.26	6.5	36.03	0.67	27.82	6.86	38.93	
15.58	1.02	35.49	44.14	4.22	0.39	44.29	6.14	34.34	35.39	
19.28	42.77	34.02	49.85	37.12	47.97	32.88	4.83	28.0	42.5	
21.87	40.27	11.35	34.58	17.14	2.48	41.29	33.51	24.95	15.11	
11.08	2.11	41.96	0.87	0.3	2.41	10.45	23.98	13.57	28.81	
16.03	28.85	49.13	30.54	25.77	39.36	18.54	6.6	22.68	2.98	
29.81	26.86	17.14	49.9	40.7	0.09	14.33	32.88	18.93	12.55	
0.01	48.26	8.86	44.33	39.51	1.94	0.06	9.15	23.34	14.56	
35.26	0.11	8.74	18.54	8.16	20.38	4.99	1.36	24.68	45.78	
10.15	10.81	38.73	37.17	33.84	15.62	1.11	23.1	42.62	16.09	
27.35	38.11	7.41	1.9	39.51	33.85	36.55	9.22	13.26	0.75	
46.77	23.21	5.2	1.47	24.16	35.83	6.84	22.25	45.79	39.09	
31.01	16.8	39.94	18.08	11.34	0.26	15.42	4.17	7.6	29.59	
29.99	9.72	11.81	34.54	0.39	41.64	2.52	16.87	24.43	13.67	
7.11	11.73	8.77	11.65	36.41	11.4	33.75	40.73	23.32	43.79	
14.32	24.4	10.83	40.02	0.71	23.22	5.95	11.9	9.66	23.44	
5.92	4.62	43.86	24.29	35.82	30.44	3.55	28.11	19.75	38.35	
34.23	49.07	8.05	24.43	43.52	29.33	45.63	37.37	40.87	34.86	
7.23	12.15	34.49	33.75	15.8	18.24	29.71	0.32	36.38	27.87	
28.8	21.13	1.65	8.87	3.36	46.68	13.74	17.18	6.1	7.47	
26.35	41.38	37.29	19.82	46.84	4.34	33.09	7.18	10.47	0.7	
41.19	26.37	9.46	34.38	0.59	8.46	25.8	36.99	21.06	6.83	
28.31	19.32	33.45	9.41	32.22	30.04	16.86	2.24	40.66	0.34	
18.8	35.49	16.75	8.73	12.58	36.18	28.14	22.63	46.84	28.36	
11.59	8.06	45.5	26.27	37.1	34.99	1.3	31.51	37.31	4.39	
1.56	12.92	46.93	46.98	2.38	0.48	2.65	0.12	23.58	42.35	
28.04	9.23	22.71	9.51	40.25	45.54	37.71	25.48	24.07	24.04	
15.34	15.19	22.96	32.95	4.75	1.5	4.88	18.28	24.42	41.92	
12.85	30.74	40.26	37.94	2.77	2.1	20.29	37.37	15.32	23.73	
31.65	29.2	18.59	49.61	10.72	25.61	16.88	44.2	2.32	31.57	
18.97	21.19	6.35	26.57	4.96	0.27	22.16	49.27	48.23	49.09	
6.94	29.94	0.23	0.14	40.8	21.6	0.64	0.37	36.55	18.62	
9.31	31.78	9.6	25.55	24.99	32.71	25.33	22.52	7.43	42.98	
0.27	11.03	2.72	44.28	14.34	4.23	4.0	12.56	5.36	29.52	
22.35	41.46	25.92	9.98	8.22	42.3	49.8	18.2	5.45	24.09	
14.41	46.27	14.74	45.25	0.09	0.21	42.8	33.71	45.2	18.7	
3.49	41.73	5.92	34.48	5.26	18.99	5.96	39.23	13.22	16.52	
7.9	43.84	18.89	46.4	2.53	0.18	33.18	38.73	9.01	16.89	
5.58	45.14	38.72	39.92	1.19	6.42	37.76	22.65	33.12	38.85	#these are vvv good for overtaking
34.56	38.77	34.59	35.37	20.55	10.71	46.0	3.52	14.74	36.83	
17.06	15.47	15.4	38.86	23.0	34.13	45.64	23.9	25.71	30.59	
35.33	8.79	2.21	29.59	45.45	18.61	46.37	29.87	18.41	43.93	
8.7	26.76	18.46	49.9	26.03	18.8	21.73	26.4	32.73	33.36	
41.21	4.86	44.97	18.02	13.79	5.46	13.14	40.54	9.83	39.81	
24.99	28.03	34.74	35.11	5.97	32.38	44.61	6.2	41.89	35.35	
36.35	47.28	23.07	10.54	0.08	2.09	29.46	10.89	14.58	22.03	
